video_id,duration,commentCount,dislikeCount,favoriteCount,likeCount,viewCount,timestamp
tNla9nyRMmQ,342,14891,8497,0,71234,2929714,2019-04-06 12:13:47.370748
o7iL2KzDh38,184,29871,28156,0,1293663,187895401,2019-04-06 12:13:48.573552
aA6Z0x4rX30,447,1481,454,0,16225,743969,2019-04-06 12:13:49.728347
OrwBc6PwAcY,149,1462,360,0,31942,2079503,2019-04-06 12:13:50.931499
osc1DbNpNXE,218,281,612,0,10042,2282014,2019-04-06 12:13:52.184571
HaRpFCEWLE0,273,210,172,0,8276,452247,2019-04-06 12:13:53.888142
9fe3ECuYWlI,268,1456,855,0,9881,587835,2019-04-06 12:13:55.324332
K7NE3nfdkgg,0,0,0,0,0,0,2019-04-06 12:13:56.965571
eep4_0JaaG8,517,3420,305,0,25952,999693,2019-04-06 12:13:58.151911
7NcVNt7zQJM,220,502,646,0,13942,1486751,2019-04-06 12:13:59.795163
vOKOamXsXYE,296,2797,1398,0,70243,4353087,2019-04-06 12:14:00.983431
cIriwVhRPVA,245,20378,14252,0,498488,46027311,2019-04-06 12:14:02.231981
SYVSeH6sYYU,222,127,110,0,4628,457345,2019-04-06 12:14:03.802239
UKKYt6fWob8,671,4005,1067,0,5917,778197,2019-04-06 12:14:05.057186
EA5Tn5Gw_8s,235,291,150,0,5049,292135,2019-04-06 12:14:06.557442
jSh3FFKFH_g,204,3098,438,0,39573,1855054,2019-04-06 12:14:07.779818
VhexfxLPgTE,132,5336,1062,0,35077,2389171,2019-04-06 12:14:08.886233
J2kNt-PHayo,739,363,104,0,4554,144457,2019-04-06 12:14:10.379521
f2xPEy4PrmA,79,9,3,0,160,50365,2019-04-06 12:14:11.815818
51tc6o12uqA,480,2273,201,0,28334,1530186,2019-04-06 12:14:12.943687
oeAEuiovVbg,306,6037,1675,0,136711,10684973,2019-04-06 12:14:14.176859
gvZW4Lh-8Mc,82,59,15,0,691,223987,2019-04-06 12:14:15.770230
mGAdg2lB6nQ,144,3064,3384,0,17214,793511,2019-04-06 12:14:16.942709
be3BHwNi58A,616,331,146,0,648,88066,2019-04-06 12:14:18.116255
Fq0cNEAbsJE,0,0,0,0,0,0,2019-04-06 12:14:19.287842
qLoqdxFqT9A,0,0,0,0,0,0,2019-04-06 12:14:20.864715
eu6hJx1L9IU,261,20,10,0,125,12492,2019-04-06 12:14:22.037267
oX4YCoO6tK4,1352,18208,7280,0,103477,4639561,2019-04-06 12:14:23.338837
DQQN_79QrDY,603,13456,11676,0,163250,28163693,2019-04-06 12:14:24.750601
H9wMNxbQM-4,381,8230,10932,0,54666,6714604,2019-04-06 12:14:25.981749
GhcqN2FDAnA,79,4893,3822,0,6968,462538,2019-04-06 12:14:27.369910
8cpqLRC7T80,1454,4442,1150,0,83056,2383604,2019-04-06 12:14:29.085004
2iC9IGKIP50,232,850,231,0,13781,971912,2019-04-06 12:14:30.498264
hBvcngHRTFg,596,9582,3705,0,228993,8835413,2019-04-06 12:14:31.620719
h8hMvvP_Bdo,277,1489,745,0,45514,2392105,2019-04-06 12:14:32.795395
QF031DwMffQ,124,5113,1823,0,38733,2794733,2019-04-06 12:14:33.884428
SGKcrxK9hsg,0,0,0,0,0,0,2019-04-06 12:14:35.433534
Mqaobr6w6_I,665,1807,1278,0,49791,2024575,2019-04-06 12:14:36.653013
chFKDaZns6w,2385,12450,3648,0,33398,644688,2019-04-06 12:14:38.199526
-py2awmME8s,145,1708,889,0,35466,1961740,2019-04-06 12:14:39.739418
beUCw1VH11U,326,117,93,0,4150,105334,2019-04-06 12:14:41.266710
ElmsIGT85tI,214,5144,3571,0,110612,8284118,2019-04-06 12:14:42.427126
B9127l-xpdE,855,303,324,0,5320,1492598,2019-04-06 12:14:43.606693
hms9nX3RUdk,503,454,140,0,6652,138862,2019-04-06 12:14:44.968276
QUDYmBTrudU,73,993,823,0,21295,445651,2019-04-06 12:14:46.062989
uUEdjGTIB9Y,1042,811,202,0,21874,626614,2019-04-06 12:14:47.591978
WXyLdg4mJxo,242,21363,25478,0,1085886,172147097,2019-04-06 12:14:49.012908
Bju5Enu--80,312,1015,125,0,23384,323206,2019-04-06 12:14:50.232499
uLY6Nypmk1A,155,1111,642,0,15157,947620,2019-04-06 12:14:51.338522
lyavSkF30Rs,388,168,35,0,512,66054,2019-04-06 12:14:52.508146
k9oMv0JzCn8,250,165,111,0,3294,261612,2019-04-06 12:14:53.672909
8bKKVuZA0ys,318,198,116,0,2419,132336,2019-04-06 12:14:54.910880
RxzZ_OXQApM,42,16,3,0,320,19869,2019-04-06 12:14:56.026101
CVPp5FtQN8E,191,8,1,0,85,6850,2019-04-06 12:14:57.146418
BGtsTNCMrQI,26,2,0,0,5,2357,2019-04-06 12:14:58.269922
p7E8g-Ity0k,10175,2,12,0,70,4445,2019-04-06 12:14:59.381477
NyNtWpDnT0Y,0,0,0,0,0,0,2019-04-06 12:15:00.487273
_9YMpuLDnwo,1103,85212,283787,0,1429651,264659866,2019-04-06 12:15:01.593274
Z2Y8jGrkrDc,21,871,1221,0,21452,728803,2019-04-06 12:15:02.754238
e77J4g0LMOk,390,0,9761,0,407293,25349815,2019-04-06 12:15:03.944991
sW5HaEsnuMI,703,3482,2022,0,39646,2439822,2019-04-06 12:15:05.116396
bXYkU5u5pzg,27,284,416,0,1117,297693,2019-04-06 12:15:06.224701
spuXN0ccRQ8,662,3833,1588,0,27600,1544431,2019-04-06 12:15:07.350562
xejjA2AFO5I,45,1088,194,0,7279,978084,2019-04-06 12:15:08.464155
iMg9ibfcBnM,427,1186,1121,0,6098,269760,2019-04-06 12:15:09.569078
sxxJug2Ob_A,278,23500,29266,0,365749,17818431,2019-04-06 12:15:10.684281
AWtpYfjylCo,483,911,1167,0,12435,953401,2019-04-06 12:15:11.874156
Z48OG9917mg,160,1116,1258,0,31847,1124357,2019-04-06 12:15:12.980564
an6dsm86Kn4,993,6020,1746,0,41374,3224337,2019-04-06 12:15:14.093043
gkvhlo4a5iQ,369,3724,1060,0,35716,1530053,2019-04-06 12:15:15.198526
oFBuCp19L7M,372,2464,970,0,53522,3313579,2019-04-06 12:15:16.385654
EYLUUm9SLW0,972,1313,636,0,11618,365906,2019-04-06 12:15:17.555293
-rZkKvRZ0UE,61,206,84,0,1893,187351,2019-04-06 12:15:18.733650
MQSRmx9zS64,624,233,124,0,1998,114422,2019-04-06 12:15:19.912741
olOdCkYIsrA,161,3065,808,0,24983,1528929,2019-04-06 12:15:21.031532
uFUHjJQIC_4,721,1287,644,0,27702,1400280,2019-04-06 12:15:22.137127
aSO1gltbg0o,204,307,154,0,5309,941853,2019-04-06 12:15:23.249014
8IEvxQKzLyI,842,356,104,0,4905,109991,2019-04-06 12:15:24.397972
PWrsHhAuVZg,2989,426,72,0,1116,34208,2019-04-06 12:15:25.584073
qaivW5joQrk,363,0,345,0,2296,342545,2019-04-06 12:15:26.699093
SsmgtO1zAhg,107,446,428,0,3670,180515,2019-04-06 12:15:27.875599
cNrfQm9yG5o,229,719,83,0,3893,141375,2019-04-06 12:15:28.990686
wG7byaLSmFU,231,2224,205,0,15305,789882,2019-04-06 12:15:30.162194
-gfGtIHfU7A,297,864,516,0,17038,821364,2019-04-06 12:15:31.368993
1I0cUTXwr-k,412,2027,1080,0,12234,473981,2019-04-06 12:15:32.576064
GxLYCKB8v2w,255,225,100,0,5363,423606,2019-04-06 12:15:33.682671
GDUncuEErzQ,252,1,3,0,33,9479,2019-04-06 12:15:34.821189
J3IbiFCR-Xs,187,53,28,0,722,101023,2019-04-06 12:15:36.001245
5MtBgDVPtx0,167,15987,7484,0,272443,11362129,2019-04-06 12:15:37.238907
7uvxjNut1gk,0,0,0,0,0,0,2019-04-06 12:15:38.540130
Tn5OBFgiExQ,879,42,12,0,270,62256,2019-04-06 12:15:39.783062
JdrdNQfZoqs,57,6,1,0,110,6605,2019-04-06 12:15:40.936882
SxAp27sFaIM,287,51349,34714,0,628067,59295150,2019-04-06 12:15:42.115426
266EI7hdjFs,16,9749,5607,0,65337,8420005,2019-04-06 12:15:43.714569
c3BTGJgd8Wo,2390,3740,993,0,10986,1102380,2019-04-06 12:15:44.946842
me5ifeBFaFo,110,9853,6746,0,124095,11891219,2019-04-06 12:15:46.164532
-C5q3oir8gA,699,1941,1379,0,22708,1582915,2019-04-06 12:15:47.832855
X6iJ0hPpGec,502,11679,2595,0,143612,5714801,2019-04-06 12:15:48.991604
xl3HhY2BTuU,503,6891,984,0,15845,2308160,2019-04-06 12:15:50.125003
sjN-NGsRg9g,187,16409,4450,0,326507,24263014,2019-04-06 12:15:51.318294
1l26UFQ06eQ,200,21343,16124,0,149946,10364010,2019-04-06 12:15:52.534373
w4lcP5ZA4wg,103,7722,847,0,76997,4181467,2019-04-06 12:15:53.851174
92HCNclQOYo,112,433,262,0,10107,472934,2019-04-06 12:15:55.104005
a-4_6bThk2E,525,2940,1087,0,19254,991377,2019-04-06 12:15:56.531860
hRAGY4BaFQs,65,398,1348,0,673,209521,2019-04-06 12:15:57.765570
48qcnpCWBq0,179,25988,6710,0,562980,22948916,2019-04-06 12:15:59.267720
6wHVgiM0R54,241,4468,300,0,21631,624944,2019-04-06 12:16:00.843607
YF6xzqOfCD8,166,719,93,0,19612,360340,2019-04-06 12:16:02.032618
JR4oPuV3CWg,211,651,510,0,10907,451154,2019-04-06 12:16:03.625267
JgByDCdtNE8,384,1739,541,0,43464,2763661,2019-04-06 12:16:04.776306
l5S5DM564O8,3575,0,0,0,0,45231,2019-04-06 12:16:06.132739
bJNnsAmNoUc,211,160,230,0,2417,207976,2019-04-06 12:16:07.575504
3SlG3sE8Ytg,548,6305,581,0,54281,1435671,2019-04-06 12:16:08.977703
X212iTIMfYU,445,71,23,0,634,41667,2019-04-06 12:16:10.462973
76-ui4F8DJ0,1447,1827,257,0,2227,91111,2019-04-06 12:16:11.662194
6SevTnFTdpA,403,385,83,0,647,146045,2019-04-06 12:16:12.974664
A34O0pCAQ60,142,603,39,0,449,73782,2019-04-06 12:16:14.120691
OdpHOc7vqHA,1033,19138,3839,0,206002,9999439,2019-04-06 12:16:15.496780
0doVNhCyoA4,1443,0,23,0,168,23450,2019-04-06 12:16:16.777315
DgOUdtUlL24,664,9423,2807,0,370097,10695949,2019-04-06 12:16:18.066139
UpGPcHrVUZI,31,6,1,0,41,6939,2019-04-06 12:16:19.190699
eV6yLbWCMDU,211,1232,1165,0,38282,2344070,2019-04-06 12:16:20.488127
HVjlcUtuENM,324,5476,30886,0,24806,1660771,2019-04-06 12:16:21.893145
a33EuuqAP9U,800,1493,1962,0,13174,1587469,2019-04-06 12:16:23.191769
q_yzyuYDhVw,166,446,375,0,13793,695339,2019-04-06 12:16:24.289592
pKkZjjhPCQM,727,17635,9489,0,134608,8649611,2019-04-06 12:16:25.820397
a_iMlwkzwow,406,6031,1798,0,59329,2372012,2019-04-06 12:16:27.162949
dDAlGl_8f9U,259,3992,1037,0,33263,1715601,2019-04-06 12:16:28.444843
-RmUADCWI4A,701,40668,17032,0,571432,51854350,2019-04-06 12:16:29.975764
YvcIeSfaB3c,773,6579,3580,0,21909,2113045,2019-04-06 12:16:31.365060
qgTtyfgzGc0,45,1774,350,0,8141,869329,2019-04-06 12:16:32.631375
z1FfOwjlqxU,303,2963,1260,0,9582,1540972,2019-04-06 12:16:34.022058
KjICBHj1EzM,583,7159,2992,0,168457,14754720,2019-04-06 12:16:35.257428
k8RSetlPF04,1047,6765,3575,0,84596,2905898,2019-04-06 12:16:36.383025
BOZngVYS04s,241,27388,752,0,70216,1771897,2019-04-06 12:16:37.884207
mrORbZ2dS08,191,2868,2315,0,48307,3679371,2019-04-06 12:16:39.386694
dd3XfA4NVcQ,56,1648,409,0,4128,1677622,2019-04-06 12:16:40.854313
v_CMMWCN5nQ,426,549,404,0,24215,573925,2019-04-06 12:16:41.979824
AtbyHpFeVDI,431,721,363,0,27646,1840763,2019-04-06 12:16:43.372053
bqbWMgkvedI,1552,178,274,0,11362,388923,2019-04-06 12:16:44.902946
0ZAA9Y4F37I,106,246,480,0,289,53559,2019-04-06 12:16:46.339235
mNj27CgDAhQ,212,1398,514,0,11848,790280,2019-04-06 12:16:47.558681
U0Az4NHlzfc,138,10371,18074,0,129856,22130356,2019-04-06 12:16:48.980124
R8WBN3fJmwM,869,26922,2407,0,78388,4228870,2019-04-06 12:16:50.151820
blgS56pESPk,178,12072,1095,0,73394,2701935,2019-04-06 12:16:51.405813
BC19fhyTG_M,161,102645,17929,0,1011296,22248876,2019-04-06 12:16:52.523260
mIxlvVlOIS0,340,28452,17868,0,657535,54150205,2019-04-06 12:16:54.086926
84hXRY0uwQ0,1771,467,156,0,7249,601041,2019-04-06 12:16:55.620666
2v34qDKvLqM,315,409,125,0,7531,958435,2019-04-06 12:16:56.936641
032BPsxhreM,0,0,0,0,0,0,2019-04-06 12:16:58.233529
0v-6AylRH68,43,10826,9292,0,141035,4807841,2019-04-06 12:16:59.401950
xi8u9DcC0_Q,338,5077,1021,0,36909,1186834,2019-04-06 12:17:00.917998
u5Jw7D-c3II,542,336,129,0,6071,313405,2019-04-06 12:17:02.171626
OImHUNVLlco,121,158,95,0,135,13048,2019-04-06 12:17:03.626421
Gw-Mm-hS_UY,226,10150,1095,0,132955,2348509,2019-04-06 12:17:04.775636
Cfn25A6krNg,75,501,554,0,241,36799,2019-04-06 12:17:06.121764
kJ18whKduFo,619,261,175,0,2454,97771,2019-04-06 12:17:07.498581
oxSlLYC_Exw,222,121,113,0,6106,716201,2019-04-06 12:17:09.270548
VPJ7BcVsOUU,0,0,0,0,0,0,2019-04-06 12:17:10.818010
Sl-NvOZ23m8,466,1520,176,0,25339,226439,2019-04-06 12:17:11.958340
TzQe4sqjZT8,162,117,95,0,1254,254308,2019-04-06 12:17:13.287953
hKqzBGE5w-0,5402,106,169,0,1734,92531,2019-04-06 12:17:14.913438
AW9M7Cmzjj8,171,461,78,0,4335,150933,2019-04-06 12:17:16.504335
CRnCh-Y-kwM,56,0,11,0,77,18138,2019-04-06 12:17:18.004888
YF8415hDtEg,74,303,51,0,583,85608,2019-04-06 12:17:19.238078
Qh06wlg9RmU,197,987,280,0,29623,1034277,2019-04-06 12:17:20.425290
q6xkWA0Qi98,237,1062,247,0,32067,422441,2019-04-06 12:17:21.549675
J7BVU65c8AQ,395,1485,248,0,12883,383020,2019-04-06 12:17:22.678547
SiDhj1Vq-uQ,17134,74,41,0,564,89880,2019-04-06 12:17:24.302344
W_pH4u5-NhE,60,0,2,0,26,7642,2019-04-06 12:17:25.942480
nVHcXZK7pKs,493,41787,10092,0,748933,27820265,2019-04-06 12:17:27.336213
tfyNPxM-M-w,285,237,105,0,2358,209222,2019-04-06 12:17:28.633137
MDsJ9hheH30,85,88,13,0,276,76960,2019-04-06 12:17:29.899435
ajh-Gn-2wWo,47,163,76,0,387,69129,2019-04-06 12:17:31.132230
FlsCjmMhFmw,435,989400,2186480,0,4177702,222282466,2019-04-06 12:17:32.304992
Zh4c5IrllBg,714,11206,2913,0,125743,5331678,2019-04-06 12:17:33.647626
dUztYCMZYls,0,0,0,0,0,0,2019-04-06 12:17:35.122252
7Nv1KoqM6vc,231,4255,3547,0,71054,9034213,2019-04-06 12:17:36.249121
5ELQ6u_5YYM,0,0,0,0,0,0,2019-04-06 12:17:37.704352
QbDuBTWrU-o,344,18514,1635,0,122284,2058186,2019-04-06 12:17:39.051298
Bf22Vq5phKo,632,830,240,0,10880,939030,2019-04-06 12:17:40.441534
upzmEBwEtpo,427,483,92,0,3048,150381,2019-04-06 12:17:41.643525
qLVZiKDNxtw,148,721,779,0,5699,659322,2019-04-06 12:17:43.096303
KXRYlfjlFLk,227,568,500,0,6149,342995,2019-04-06 12:17:44.321030
GnevZOMl78I,202,2866,2225,0,82723,4755850,2019-04-06 12:17:45.443179
koUB3vl737c,1113,882,334,0,439,110632,2019-04-06 12:17:46.584020
5wKYV-9Tq1o,584,1592,255,0,21345,364319,2019-04-06 12:17:47.889029
aJ9XruZm_Hg,82,1225,1756,0,11894,454847,2019-04-06 12:17:49.359563
IEqj7xR9iOU,0,0,0,0,0,0,2019-04-06 12:17:50.532928
5Kk5QxB9lWk,188,992,332,0,32241,9462430,2019-04-06 12:17:51.662570
6mDsa-AqNcQ,763,16536,7642,0,71169,4668980,2019-04-06 12:17:52.847758
UZf9m_x7o88,433,381,34,0,246,62225,2019-04-06 12:17:54.091570
Xpw0ts8RTfk,1929,299,70,0,1333,60784,2019-04-06 12:17:55.643593
0lXX3dJUAGY,305,2698,1393,0,36813,1198714,2019-04-06 12:17:56.891386
t9JlSrTH9r0,3090,661,134,0,2229,66205,2019-04-06 12:17:58.209173
6bJRu0_p-Ig,240,1048,89,0,1196,250185,2019-04-06 12:17:59.657189
Hi91aDmYI2E,108,730,294,0,1017,172998,2019-04-06 12:18:00.839067
XSP5yHZN1I4,228,1305,147,0,16630,1583061,2019-04-06 12:18:02.039532
h4kv0iKgiks,574,6,23,0,47,20512,2019-04-06 12:18:03.355856
j5cSKF5FzD0,231,170,14,0,748,51028,2019-04-06 12:18:04.690102
QA2fKoT6Sig,87,190,42,0,2600,98898,2019-04-06 12:18:05.813176
mG9kK9TgxkQ,41,42,54,0,491,128040,2019-04-06 12:18:07.041770
1qKBNKtzTWg,0,0,0,0,0,0,2019-04-06 12:18:08.234106
PgpOosts_Ms,159,37,3,0,542,28482,2019-04-06 12:18:09.584821
3Xb3eOH4PMA,410,0,145,0,8041,502830,2019-04-06 12:18:11.085706
smRlXuBcp3c,115,4,2,0,68,26874,2019-04-06 12:18:12.336072
AgrK2P3Ruug,292,15,3,0,358,37083,2019-04-06 12:18:13.867295
D8PXRnN0KPU,487,64,14,0,363,27345,2019-04-06 12:18:15.416922
I_puTos3yVs,155,31,4,0,32,1490,2019-04-06 12:18:16.947799
BPmgDhwbd1w,378,49,6,0,263,12934,2019-04-06 12:18:18.498649
__4c1JCHvaQ,1282,27172,5456,0,339350,9660492,2019-04-06 12:18:20.127102
sFMehG2tDcA,37,6380,1214,0,21784,1040797,2019-04-06 12:18:21.393317
Hlch9lKAeXo,733,4480,1486,0,30409,1245902,2019-04-06 12:18:22.533367
kl39KHS07Xc,606,38279,14022,0,210093,4626013,2019-04-06 12:18:23.705262
_72fqgEevOo,362,1310,2981,0,8498,759798,2019-04-06 12:18:24.939473
r8FQ5wUYm9c,97,5369,1614,0,104346,4018367,2019-04-06 12:18:26.142165
48pP0WFjuOE,504,4332,1090,0,129465,6258872,2019-04-06 12:18:27.518023
8mQelXnPxUQ,520,2427,2677,0,32151,1316554,2019-04-06 12:18:28.810810
ceJcHUoO734,0,0,0,0,0,0,2019-04-06 12:18:30.344636
IfYRzxeMdGs,530,13377,11897,0,70195,2277912,2019-04-06 12:18:31.448805
iU4J2FF23Do,38,590,3093,0,4106,607210,2019-04-06 12:18:32.643119
bg7RjxsghNY,216,32389,8143,0,579814,35455919,2019-04-06 12:18:34.236569
VRiJHZU0Fxg,422,3949,1645,0,55703,2653513,2019-04-06 12:18:35.458957
oYL6kldXWkg,928,0,939,0,29871,622061,2019-04-06 12:18:36.984477
Ps-nEyvsCKY,503,2174,1724,0,42685,3426752,2019-04-06 12:18:38.594867
mkpINSUnDpA,364,17667,3153,0,131731,14458335,2019-04-06 12:18:40.235019
9U9N7U2XdcI,502,352,132,0,4215,282668,2019-04-06 12:18:41.471907
Lx_rI8ACqsc,0,0,0,0,0,0,2019-04-06 12:18:42.768173
GP0uH-PaE_E,413,141,68,0,3614,101645,2019-04-06 12:18:44.206508
mv73u5qHf08,0,0,0,0,0,0,2019-04-06 12:18:45.589999
yyr51Kznab4,0,0,0,0,0,0,2019-04-06 12:18:47.007281
jgvQzWAhoiw,1100,432,1130,0,52008,1028173,2019-04-06 12:18:48.461650
ZZE1_maXiAI,0,0,0,0,0,0,2019-04-06 12:18:49.988796
PUvVjWR3zTQ,306,1228,626,0,19263,2286847,2019-04-06 12:18:51.381457
mebZJFd8_Vw,762,3407,830,0,31664,1059154,2019-04-06 12:18:52.592402
15aTCG3as6Q,632,4218,915,0,55836,1591142,2019-04-06 12:18:54.317122
9WwKW2wIU-k,29796,50,88,0,208,40772,2019-04-06 12:18:55.847067
rH_sH0jPVTg,320,189,260,0,384,52077,2019-04-06 12:18:56.986455
3yt4JsB9psg,620,976,1013,0,1961,174982,2019-04-06 12:18:58.251441
A_fUji0jTAE,276,730,283,0,4948,311401,2019-04-06 12:18:59.892025
uA8d1Y4K-2w,601,659,109,0,3525,308677,2019-04-06 12:19:01.217510
hNsd-m30m2E,420,3634,969,0,77577,1925222,2019-04-06 12:19:02.344269
BEcs3TL8DII,225,1934,590,0,2787,366913,2019-04-06 12:19:03.871675
LO0FwPXJbi0,661,1083,533,0,8819,444302,2019-04-06 12:19:05.254670
qoPCbB_uGMw,63,2612,2768,0,55429,9611596,2019-04-06 12:19:06.616217
zslYmBRhdOM,723,807,42,0,3904,42301,2019-04-06 12:19:07.936222
RggWMGU2iYw,34,68,126,0,456,120140,2019-04-06 12:19:09.152668
xkYpO9ATUT0,0,0,0,0,0,0,2019-04-06 12:19:10.725103
2sxuAm569IY,123,2392,1396,0,34352,3688194,2019-04-06 12:19:11.848241
AM1pavPRU8E,155,1499,658,0,33869,585822,2019-04-06 12:19:13.054769
R39-E3uG5J0,892,2766,172,0,23389,272298,2019-04-06 12:19:14.196021
l3f_1zEEnR0,159,3838,450,0,57740,1570037,2019-04-06 12:19:15.604258
KDPG0YEsD5Q,319,2016,253,0,62970,1502975,2019-04-06 12:19:16.760224
Rjv1NlMiUyI,220,1916,102,0,16738,266626,2019-04-06 12:19:18.245164
sciODVQP43w,75,1193,1671,0,22952,3771234,2019-04-06 12:19:19.512481
vgX5M1eVhyw,226,176,66,0,5665,222979,2019-04-06 12:19:20.965585
NbUtY1RVvn8,415,634,279,0,5505,104666,2019-04-06 12:19:22.152796
_h9EEni5rks,57,70,11,0,471,34753,2019-04-06 12:19:23.500114
tNOkWPYY8No,439,219,123,0,4678,185015,2019-04-06 12:19:24.956662
s3oogx4roPI,287,306,69,0,8016,86876,2019-04-06 12:19:26.307898
3L_a9HxXzS0,179,291,100,0,5877,189545,2019-04-06 12:19:27.634917
5wVnr3cahQg,805,615,130,0,4794,77106,2019-04-06 12:19:29.026511
_cn12TCA4SY,223,1333,637,0,29554,1841361,2019-04-06 12:19:30.627202
_0p3gPzPGNs,22,146,185,0,2897,614786,2019-04-06 12:19:31.732957
r04uNjeWHO0,94,260,22,0,3272,106979,2019-04-06 12:19:32.998793
Ux7f_eqeLYw,372,94,35,0,2197,38486,2019-04-06 12:19:34.121180
JP5BL-lCoQI,3328,465,79,0,1581,45757,2019-04-06 12:19:35.573271
w4n1XcBdwFk,573,0,2,0,25,5481,2019-04-06 12:19:36.977506
9bdXZzQvb0U,60,110,60,0,2906,478754,2019-04-06 12:19:38.235389
dYXaxeJBj5k,407,6021,11205,0,451209,18948213,2019-04-06 12:19:39.616911
GF_0i9WxA_s,542,6,3,0,29,1955,2019-04-06 12:19:41.121342
0jmDHoPUGKI,181,19,5,0,147,41486,2019-04-06 12:19:42.263473
GcbsIv3QdFs,278,7552,5011,0,60055,1468710,2019-04-06 12:19:43.658452
2b5C6Xp3pwA,826,1191,812,0,18660,3800571,2019-04-06 12:19:45.020352
kqWQFnH6h-E,403,50,5,0,30,5910,2019-04-06 12:19:46.537714
n1_Nx4OXnjU,796,45,5,0,39,7641,2019-04-06 12:19:47.970641
Yxv5EY-JwmU,57,7,5,0,105,14346,2019-04-06 12:19:49.417041
mlCflbej6EM,430,11889,2588,0,155712,1141739,2019-04-06 12:19:50.986037
9v_rtaye2yY,318,186425,196766,0,2696901,460158390,2019-04-06 12:19:52.158630
vn9mMeWcgoM,147,73402,34112,0,630814,62293689,2019-04-06 12:19:53.377067
JBDWIGpKnwM,840,12978,2631,0,187770,4267627,2019-04-06 12:19:54.545923
aj8mN_7Apcw,116,14821,9015,0,71476,8605987,2019-04-06 12:19:55.683477
Bs5Ml7_2wT0,11956,1808,1751,0,28730,1610283,2019-04-06 12:19:56.865914
iGXYZwZEZa0,426,32572,28073,0,178835,25375918,2019-04-06 12:19:58.031058
NyNQLRhsAsk,0,0,0,0,0,0,2019-04-06 12:19:59.456780
dyBFAX4SDEc,157,7510,1204,0,54450,2451563,2019-04-06 12:20:00.936760
vW7H-DKivX8,857,5985,2299,0,159015,7742193,2019-04-06 12:20:02.100332
56KYMMGudcU,372,96821,52735,0,458491,21567514,2019-04-06 12:20:03.599407
hjZJaf6FbOw,479,500,368,0,19119,2109817,2019-04-06 12:20:04.975633
EZSCtgfmEO0,389,12939,2976,0,68652,4815552,2019-04-06 12:20:06.482575
oXE-ssvbhQA,1783,263,724,0,71080,1550485,2019-04-06 12:20:07.949165
eYJCjVkOImU,203,5803,3123,0,171081,17901923,2019-04-06 12:20:09.107405
jibff9m0SjQ,436,505,430,0,19873,1220832,2019-04-06 12:20:10.642774
bye513KciIk,206,370,686,0,9116,1338396,2019-04-06 12:20:11.768545
bPj2fbz0ZgA,571,440,252,0,6368,506114,2019-04-06 12:20:12.925007
OVa-sqcDYZ4,1614,4172,504,0,24008,674734,2019-04-06 12:20:14.063314
inZzcTXYowY,202,49714,6354,0,728488,18580417,2019-04-06 12:20:15.451480
6TOSV3-7hzU,82,892,411,0,13150,896762,2019-04-06 12:20:16.699368
2jhwGiO5XJ8,376,0,215,0,727,133621,2019-04-06 12:20:18.307693
Sqbv7cCM5AI,225,3520,2374,0,41603,2455335,2019-04-06 12:20:19.578835
hpvDsw1D29w,62,37,48,0,446,83235,2019-04-06 12:20:20.846319
oOAohDViea4,0,0,0,0,0,0,2019-04-06 12:20:22.059919
8KaKWPJq5dY,1194,9361,402,0,112926,1484516,2019-04-06 12:20:23.265994
5Ad2pIlg3Dk,68,6645,6397,0,3784,336955,2019-04-06 12:20:24.852752
HKIIgYFhQlE,206,5019,3325,0,208224,14177922,2019-04-06 12:20:26.421279
h8Q3IhUwX_4,185,4905,618,0,105665,3814489,2019-04-06 12:20:27.542623
MUB-h2NeQYA,168,662,392,0,10677,564653,2019-04-06 12:20:28.761281
2E_HEeOpiEA,1209,105150,2244,0,94746,2129661,2019-04-06 12:20:30.459179
d9h_qtOoFnA,234,2517,496,0,39211,724130,2019-04-06 12:20:31.590324
fd7M_5xW0SI,208,5808,3417,0,148324,6379102,2019-04-06 12:20:32.810236
2jP6MFBXFaA,363,762,321,0,12654,883998,2019-04-06 12:20:34.184623
ixMqVcjsSVM,1666,1546,138,0,7004,341285,2019-04-06 12:20:35.616058
p4qyWei8Kmo,4642,91,67,0,70,17202,2019-04-06 12:20:37.138057
xlQLyAOQXjQ,1503,5809,1692,0,50032,1737972,2019-04-06 12:20:38.572065
3IdqPpwSE2g,0,0,0,0,0,0,2019-04-06 12:20:40.085154
oKeF7K2VZtQ,3675,472,41,0,4525,140233,2019-04-06 12:20:41.515924
jXoDKhdUvFo,298,534,317,0,8562,454444,2019-04-06 12:20:43.156161
exQ2u3qSfrM,207,1081,135,0,21372,611139,2019-04-06 12:20:44.683570
VFreC_yfQqs,79,5,3,0,8,3354,2019-04-06 12:20:46.159384
Wff1pf2EdS4,194,4368,507,0,74882,867371,2019-04-06 12:20:47.342532
sZWmwHjFRPI,236,1364,849,0,36605,1856240,2019-04-06 12:20:48.733949
Nl6YEW1s7x8,205,1585,2650,0,18442,1157925,2019-04-06 12:20:49.905211
MkR8GY2YBAU,302,961,2131,0,3944,216456,2019-04-06 12:20:51.067020
LiXQFixzqJ4,214,310,24,0,2367,162622,2019-04-06 12:20:52.271753
gd5a6LUuU-w,211,558,59,0,8537,166642,2019-04-06 12:20:53.577966
vOEaiQ2d6Mo,267,241,111,0,14045,485587,2019-04-06 12:20:55.034604
